col,x,amplitude,phase
778, 87.591, 3025.397, 43.694
779, 87.118, 3018.663, 43.694
780, 86.972, 3016.587, 43.694
781, 86.794, 3014.046, 43.694
782, 86.601, 3011.294, 43.694
783, 86.125, 3004.499, 43.694
784, 85.343, 2993.325, 43.695
785, 84.591, 2982.540, 43.697
786, 83.947, 2973.286, 43.699
787, 83.647, 2968.966, 43.701
788, 83.397, 2965.361, 43.702
789, 83.217, 2962.764, 43.703
790, 83.207, 2962.627, 43.703
791, 83.000, 2959.637, 43.704
792, 82.972, 2959.233, 43.704
793, 83.235, 2963.021, 43.703
794, 83.361, 2964.838, 43.702
795, 83.366, 2964.914, 43.702
796, 83.393, 2965.309, 43.702
797, 83.439, 2965.959, 43.702
798, 83.449, 2966.109, 43.702
799, 83.462, 2966.290, 43.702
800, 83.502, 2966.879, 43.701
801, 83.575, 2967.929, 43.701
802, 83.685, 2969.514, 43.701
803, 83.710, 2969.870, 43.700
804, 83.760, 2970.593, 43.700
805, 83.934, 2973.090, 43.699
806, 84.088, 2975.311, 43.699
807, 84.279, 2978.056, 43.698
808, 84.474, 2980.856, 43.697
809, 84.497, 2981.188, 43.697
810, 84.311, 2978.516, 43.698
811, 84.058, 2974.880, 43.699
812, 83.768, 2970.709, 43.700
813, 83.344, 2964.600, 43.702
814, 83.005, 2959.699, 43.704
815, 82.857, 2957.569, 43.705
816, 82.788, 2956.568, 43.705
817, 82.778, 2956.421, 43.705
818, 82.773, 2956.348, 43.705
819, 82.912, 2958.363, 43.705
820, 83.216, 2962.755, 43.703
821, 83.469, 2966.394, 43.702
822, 83.663, 2969.186, 43.701
823, 83.661, 2969.159, 43.701
824, 83.479, 2966.547, 43.702
825, 83.493, 2966.747, 43.701
826, 83.730, 2970.156, 43.700
827, 83.922, 2972.926, 43.700
828, 84.044, 2974.678, 43.699
829, 84.192, 2976.805, 43.698
830, 84.294, 2978.270, 43.698
831, 84.442, 2980.391, 43.698
832, 84.715, 2984.319, 43.697
833, 84.911, 2987.124, 43.696
834, 85.061, 2989.276, 43.696
835, 85.239, 2991.824, 43.695
836, 85.358, 2993.539, 43.695
837, 85.510, 2995.705, 43.695
838, 85.611, 2997.158, 43.695
839, 85.400, 2994.129, 43.695
840, 84.892, 2986.853, 43.696
841, 84.234, 2977.412, 43.698
842, 83.529, 2967.264, 43.701
843, 82.691, 2955.168, 43.706
844, 81.657, 2940.201, 43.713
845, 80.644, 2925.466, 43.722
846, 79.604, 2910.286, 43.734
847, 78.579, 2895.261, 43.747
848, 77.799, 2883.784, 43.759
849, 77.211, 2875.104, 43.769
850, 76.900, 2870.506, 43.774
851, 76.873, 2870.099, 43.775
852, 76.983, 2871.728, 43.773
853, 77.297, 2876.373, 43.767
854, 77.810, 2883.947, 43.759
855, 78.377, 2892.301, 43.750
856, 79.042, 2902.057, 43.741
857, 79.833, 2913.634, 43.731
858, 80.550, 2924.097, 43.723
859, 81.134, 2932.607, 43.718
860, 81.716, 2941.056, 43.713
861, 82.281, 2949.246, 43.709
862, 82.746, 2955.971, 43.706
863, 83.234, 2963.013, 43.703
864, 83.852, 2971.908, 43.700
865, 84.541, 2981.811, 43.697
866, 85.259, 2992.110, 43.695
867, 86.058, 3003.546, 43.694
868, 86.948, 3016.248, 43.694
869, 87.854, 3029.137, 43.694
870, 88.885, 3043.759, 43.696
871, 90.115, 3061.152, 43.701
872, 91.409, 3079.382, 43.707
873, 92.694, 3097.424, 43.714
874, 93.965, 3115.222, 43.723
875, 95.184, 3132.226, 43.733
876, 96.174, 3146.014, 43.742
877, 96.942, 3156.674, 43.750
878, 97.653, 3166.538, 43.757
879, 98.294, 3175.409, 43.764
880, 98.890, 3183.650, 43.770
881, 99.387, 3190.513, 43.776
882, 99.624, 3193.789, 43.778
883, 99.648, 3194.109, 43.779
884, 99.542, 3192.646, 43.777
885, 99.282, 3189.059, 43.774
886, 98.942, 3184.374, 43.771
887, 98.712, 3181.190, 43.768
888, 98.499, 3178.246, 43.766
889, 98.125, 3173.075, 43.762
890, 97.738, 3167.708, 43.758
891, 97.410, 3163.169, 43.754
892, 97.082, 3158.623, 43.751
893, 96.848, 3155.369, 43.749
894, 96.721, 3153.612, 43.747
895, 96.620, 3152.204, 43.746
896, 96.548, 3151.200, 43.746
897, 96.516, 3150.763, 43.745
898, 96.528, 3150.924, 43.746
899, 96.552, 3151.263, 43.746
900, 96.559, 3151.357, 43.746
901, 96.554, 3151.282, 43.746
902, 96.598, 3151.896, 43.746
903, 96.830, 3155.126, 43.748
904, 97.257, 3161.043, 43.753
905, 97.740, 3167.739, 43.758
906, 98.243, 3174.697, 43.763
907, 98.813, 3182.589, 43.769
908, 99.354, 3190.051, 43.775
909, 99.641, 3194.017, 43.779
910, 99.708, 3194.947, 43.779
911, 99.629, 3193.854, 43.778
912, 99.423, 3191.013, 43.776
913, 99.294, 3189.228, 43.775
914, 99.102, 3186.583, 43.772
915, 98.633, 3180.104, 43.767
916, 98.043, 3171.936, 43.761
917, 97.552, 3165.132, 43.756
918, 97.109, 3158.998, 43.751
919, 96.652, 3152.655, 43.747
920, 96.328, 3148.143, 43.744
921, 95.929, 3142.602, 43.740
922, 95.388, 3135.070, 43.735
923, 94.862, 3127.739, 43.731
924, 94.358, 3120.712, 43.726
925, 93.977, 3115.391, 43.723
926, 93.660, 3110.960, 43.721
927, 93.300, 3105.915, 43.718
928, 92.975, 3101.370, 43.716
929, 92.683, 3097.277, 43.714
930, 92.328, 3092.301, 43.712
931, 92.018, 3087.938, 43.710
932, 91.656, 3082.857, 43.708
933, 91.193, 3076.348, 43.705
934, 90.779, 3070.514, 43.703
935, 90.358, 3064.572, 43.702
936, 90.024, 3059.864, 43.700
937, 89.586, 3053.673, 43.699
938, 89.069, 3046.360, 43.697
939, 88.904, 3044.034, 43.697
940, 88.803, 3042.594, 43.696
941, 88.687, 3040.955, 43.696
942, 88.662, 3040.595, 43.696
943, 88.501, 3038.318, 43.696
944, 88.470, 3037.872, 43.695
945, 88.675, 3040.788, 43.696
946, 88.885, 3043.755, 43.696
947, 89.090, 3046.659, 43.697
948, 89.182, 3047.959, 43.697
949, 89.049, 3046.075, 43.697
950, 88.931, 3044.409, 43.697
951, 88.985, 3045.169, 43.697
952, 88.906, 3044.058, 43.697
953, 88.792, 3042.442, 43.696
954, 88.743, 3041.740, 43.696
955, 88.469, 3037.857, 43.695
956, 88.145, 3033.262, 43.695
957, 87.927, 3030.165, 43.695
958, 87.761, 3027.815, 43.694
959, 87.548, 3024.781, 43.694
960, 87.287, 3021.069, 43.694
961, 87.073, 3018.016, 43.694
962, 86.960, 3016.417, 43.694
963, 86.677, 3012.379, 43.694
964, 86.136, 3004.657, 43.694
965, 85.762, 2999.315, 43.694
966, 85.269, 2992.261, 43.695
967, 84.952, 2987.713, 43.696
968, 84.877, 2986.647, 43.696
969, 84.380, 2979.499, 43.698
970, 84.195, 2976.850, 43.698
971, 84.081, 2975.215, 43.699
972, 83.630, 2968.714, 43.701
973, 83.422, 2965.716, 43.702
974, 83.219, 2962.789, 43.703
975, 83.144, 2961.705, 43.703
976, 83.093, 2960.969, 43.704
977, 82.818, 2957.011, 43.705
978, 82.680, 2955.003, 43.706
979, 82.525, 2952.766, 43.707
980, 82.202, 2948.096, 43.709
981, 82.044, 2945.808, 43.710
982, 81.994, 2945.087, 43.711
983, 81.862, 2943.168, 43.712
984, 81.753, 2941.589, 43.713
985, 81.776, 2941.920, 43.712
986, 81.762, 2941.724, 43.712
987, 81.356, 2935.829, 43.716
988, 81.138, 2932.666, 43.718
989, 81.177, 2933.224, 43.717
990, 81.032, 2931.124, 43.719
991, 81.114, 2932.311, 43.718
992, 81.090, 2931.962, 43.718
993, 81.024, 2930.996, 43.719
994, 80.990, 2930.503, 43.719
995, 80.759, 2927.140, 43.721
996, 80.978, 2930.339, 43.719
997, 81.335, 2935.525, 43.716
998, 81.577, 2939.037, 43.714
999, 81.721, 2941.132, 43.713
1000, 81.798, 2942.239, 43.712
1001, 82.082, 2946.352, 43.710
1002, 82.126, 2946.996, 43.710
1003, 82.403, 2951.008, 43.708
1004, 82.745, 2955.953, 43.706
1005, 82.631, 2954.295, 43.706
1006, 82.588, 2953.677, 43.707
1007, 82.258, 2948.901, 43.709
1008, 81.912, 2943.893, 43.711
1009, 81.760, 2941.684, 43.712
1010, 81.536, 2938.434, 43.714
1011, 81.665, 2940.312, 43.713
1012, 81.552, 2938.667, 43.714
1013, 81.099, 2932.089, 43.718
1014, 80.812, 2927.914, 43.721
1015, 80.511, 2923.529, 43.724
1016, 80.324, 2920.811, 43.726
1017, 80.079, 2917.229, 43.728
1018, 79.652, 2910.987, 43.733
1019, 79.223, 2904.704, 43.739
1020, 78.715, 2897.266, 43.745
1021, 78.152, 2888.983, 43.754
1022, 77.454, 2878.691, 43.765
1023, 76.663, 2866.994, 43.779
1024, 76.160, 2859.522, 43.788
1025, 75.783, 2853.914, 43.796
1026, 75.230, 2845.677, 43.808
1027, 74.631, 2836.719, 43.822
1028, 73.790, 2824.095, 43.843
1029, 72.652, 2806.920, 43.875
1030, 71.513, 2789.618, 43.910
1031, 70.487, 2773.935, 43.946
1032, 69.695, 2761.755, 43.976
1033, 69.077, 2752.202, 44.001
1034, 68.523, 2743.609, 44.025
1035, 67.995, 2735.372, 44.048
1036, 67.521, 2727.971, 44.071
1037, 67.535, 2728.190, 44.070
1038, 67.895, 2733.819, 44.053
1039, 68.002, 2735.480, 44.048
1040, 68.150, 2737.788, 44.041
1041, 68.561, 2744.200, 44.023
1042, 68.867, 2748.951, 44.010
1043, 69.018, 2751.285, 44.004
1044, 68.931, 2749.941, 44.007
1045, 68.537, 2743.825, 44.024
1046, 68.076, 2736.641, 44.045
1047, 67.601, 2729.216, 44.067
1048, 67.116, 2721.607, 44.090
1049, 66.584, 2713.244, 44.117
1050, 66.063, 2704.999, 44.144
1051, 65.663, 2698.651, 44.166
1052, 65.685, 2699.004, 44.165
1053, 66.422, 2710.688, 44.125
1054, 67.449, 2726.845, 44.074
1055, 68.885, 2749.218, 44.009
1056, 70.797, 2778.688, 43.935
1057, 72.466, 2804.111, 43.880
1058, 73.983, 2826.995, 43.838
1059, 75.230, 2845.680, 43.808
1060, 76.124, 2858.983, 43.789
1061, 77.164, 2874.413, 43.770
1062, 77.979, 2886.438, 43.756
1063, 78.817, 2898.751, 43.744
1064, 79.926, 2914.998, 43.730
1065, 80.658, 2925.680, 43.722
1066, 81.172, 2933.148, 43.717
1067, 81.529, 2938.344, 43.714
1068, 81.825, 2942.630, 43.712
1069, 82.264, 2948.994, 43.709
1070, 82.631, 2954.301, 43.706
1071, 83.025, 2959.999, 43.704
1072, 83.349, 2964.665, 43.702
1073, 83.568, 2967.821, 43.701
1074, 83.734, 2970.222, 43.700
1075, 83.703, 2969.765, 43.700
1076, 83.554, 2967.618, 43.701
1077, 83.290, 2963.819, 43.702
1078, 82.970, 2959.200, 43.704
1079, 82.589, 2953.695, 43.707
1080, 82.066, 2946.124, 43.710
1081, 81.468, 2937.461, 43.715
1082, 80.701, 2926.297, 43.722
1083, 79.762, 2912.603, 43.732
1084, 78.832, 2898.984, 43.744
1085, 77.917, 2885.524, 43.757
1086, 76.947, 2871.191, 43.774
1087, 75.964, 2856.610, 43.792
1088, 75.090, 2843.579, 43.811
1089, 74.224, 2830.619, 43.832
1090, 73.183, 2814.943, 43.859
1091, 72.143, 2799.204, 43.890
1092, 71.206, 2784.941, 43.921
1093, 70.298, 2771.030, 43.953
1094, 69.511, 2758.904, 43.984
1095, 68.895, 2749.383, 44.009
1096, 68.494, 2743.149, 44.026
1097, 68.304, 2740.196, 44.035
1098, 68.250, 2739.358, 44.037
1099, 68.330, 2740.597, 44.033
1100, 68.532, 2743.735, 44.024
1101, 68.785, 2747.665, 44.014
1102, 69.115, 2752.783, 44.000
1103, 69.595, 2760.202, 43.980
1104, 70.131, 2768.465, 43.959
1105, 70.648, 2776.400, 43.940
1106, 71.181, 2784.558, 43.922
1107, 71.717, 2792.728, 43.904
1108, 72.231, 2800.547, 43.887
1109, 72.695, 2807.576, 43.873
1110, 73.049, 2812.927, 43.863
1111, 73.383, 2817.968, 43.854
1112, 73.678, 2822.413, 43.846
1113, 73.848, 2824.972, 43.841
1114, 73.926, 2826.135, 43.839
1115, 73.869, 2825.287, 43.841
1116, 73.804, 2824.304, 43.843
1117, 73.762, 2823.674, 43.844
1118, 73.708, 2822.866, 43.845
1119, 73.802, 2824.281, 43.843
1120, 73.979, 2826.931, 43.838
1121, 74.135, 2829.286, 43.834
1122, 74.324, 2832.120, 43.829
1123, 74.572, 2835.837, 43.823
1124, 74.829, 2839.677, 43.817
1125, 75.017, 2842.491, 43.813
1126, 75.173, 2844.818, 43.809
1127, 75.256, 2846.064, 43.807
1128, 75.219, 2845.511, 43.808
1129, 75.169, 2844.769, 43.809
1130, 75.098, 2843.707, 43.811
1131, 74.968, 2841.760, 43.814
1132, 74.838, 2839.815, 43.817
1133, 74.717, 2838.004, 43.820
1134, 74.660, 2837.155, 43.821
1135, 74.682, 2837.483, 43.821
1136, 74.682, 2837.479, 43.821
1137, 74.671, 2837.319, 43.821
1138, 74.663, 2837.196, 43.821
1139, 74.680, 2837.447, 43.821
1140, 74.832, 2839.723, 43.817
1141, 75.012, 2842.410, 43.813
1142, 75.043, 2842.880, 43.812
1143, 74.959, 2841.625, 43.814
1144, 74.781, 2838.959, 43.818
1145, 74.640, 2836.858, 43.822
1146, 74.631, 2836.723, 43.822
1147, 74.513, 2834.947, 43.825
1148, 74.212, 2830.441, 43.832
1149, 73.788, 2824.058, 43.843
1150, 73.414, 2818.432, 43.853
1151, 73.303, 2816.756, 43.856
1152, 73.205, 2815.278, 43.859
1153, 72.997, 2812.138, 43.865
1154, 72.915, 2810.898, 43.867
1155, 73.066, 2813.179, 43.863
1156, 73.444, 2818.891, 43.852
1157, 73.928, 2826.173, 43.839
1158, 74.188, 2830.079, 43.833
1159, 73.910, 2825.902, 43.840
1160, 73.364, 2817.674, 43.854
1161, 72.849, 2809.911, 43.869
1162, 72.147, 2799.261, 43.890
1163, 71.566, 2790.422, 43.909
1164, 71.747, 2793.189, 43.903
1165, 73.076, 2813.331, 43.862
1166, 75.659, 2852.073, 43.799
1167, 78.812, 2898.690, 43.744
1168, 82.112, 2946.798, 43.710
1169, 85.641, 2997.590, 43.695
1170, 88.750, 3041.842, 43.696
1171, 91.064, 3074.529, 43.705
1172, 93.015, 3101.930, 43.716
1173, 94.788, 3126.714, 43.730
1174, 95.874, 3141.837, 43.739
1175, 95.954, 3142.945, 43.740
1176, 95.348, 3134.508, 43.735
1177, 94.161, 3117.953, 43.725
1178, 92.485, 3094.500, 43.713
1179, 90.429, 3065.586, 43.702
1180, 88.170, 3033.613, 43.695
1181, 85.936, 3001.802, 43.694
1182, 83.627, 2968.671, 43.701
1183, 81.416, 2936.703, 43.715
1184, 79.754, 2912.479, 43.732
1185, 78.779, 2898.204, 43.745
1186, 78.235, 2890.210, 43.752
1187, 77.900, 2885.267, 43.758
1188, 77.885, 2885.055, 43.758
1189, 78.248, 2890.403, 43.752
1190, 78.905, 2900.049, 43.743
1191, 79.765, 2912.641, 43.732
1192, 80.852, 2928.502, 43.720
1193, 82.250, 2948.783, 43.709
1194, 83.547, 2967.519, 43.701
1195, 84.552, 2981.975, 43.697
1196, 85.562, 2996.458, 43.695
1197, 86.437, 3008.964, 43.694
1198, 86.961, 3016.430, 43.694
1199, 87.281, 3020.990, 43.694
1200, 87.553, 3024.860, 43.694
1201, 87.720, 3027.230, 43.694
1202, 87.708, 3027.058, 43.694
1203, 87.618, 3025.781, 43.694
1204, 87.587, 3025.331, 43.694
1205, 87.495, 3024.025, 43.694
1206, 87.326, 3021.625, 43.694
1207, 87.333, 3021.720, 43.694
1208, 87.367, 3022.214, 43.694
1209, 87.378, 3022.364, 43.694
1210, 87.482, 3023.843, 43.694
1211, 87.451, 3023.397, 43.694
1212, 87.514, 3024.303, 43.694
1213, 87.972, 3030.803, 43.695
1214, 88.766, 3042.072, 43.696
1215, 89.940, 3058.676, 43.700
1216, 91.250, 3077.147, 43.706
1217, 92.398, 3093.281, 43.712
1218, 93.512, 3108.886, 43.720
1219, 94.710, 3125.625, 43.729
1220, 95.740, 3139.969, 43.738
1221, 96.489, 3150.382, 43.745
1222, 96.806, 3154.782, 43.748
1223, 96.430, 3149.563, 43.745
1224, 95.646, 3138.667, 43.737
1225, 94.795, 3126.800, 43.730
1226, 93.854, 3113.663, 43.722
1227, 92.511, 3094.859, 43.713
1228, 90.865, 3071.732, 43.704
1229, 89.494, 3052.371, 43.698
1230, 88.327, 3035.847, 43.695
1231, 86.866, 3015.068, 43.694
1232, 85.314, 2992.898, 43.695
1233, 84.566, 2982.179, 43.697
1234, 84.480, 2980.942, 43.697
1235, 84.549, 2981.932, 43.697
1236, 85.119, 2990.106, 43.696
1237, 85.964, 3002.200, 43.694
1238, 86.847, 3014.810, 43.694
1239, 88.026, 3031.571, 43.695
1240, 89.077, 3046.473, 43.697
1241, 89.398, 3051.019, 43.698
1242, 89.213, 3048.404, 43.697
1243, 88.920, 3044.257, 43.697
1244, 88.337, 3035.983, 43.695
1245, 87.407, 3022.775, 43.694
1246, 86.428, 3008.825, 43.694
1247, 85.247, 2991.938, 43.695
1248, 83.816, 2971.391, 43.700
1249, 82.260, 2948.942, 43.709
1250, 80.557, 2924.204, 43.723
1251, 79.215, 2904.598, 43.739
1252, 78.174, 2889.308, 43.753
1253, 77.314, 2876.622, 43.767
1254, 77.106, 2873.552, 43.771
1255, 77.330, 2876.865, 43.767
1256, 77.882, 2885.011, 43.758
1257, 78.677, 2896.708, 43.746
1258, 79.628, 2910.645, 43.734
1259, 80.945, 2929.859, 43.720
1260, 82.363, 2950.432, 43.708
1261, 83.748, 2970.412, 43.700
1262, 85.203, 2991.307, 43.695
1263, 86.630, 3011.714, 43.694
1264, 87.990, 3031.064, 43.695
1265, 89.291, 3049.501, 43.698
1266, 90.412, 3065.344, 43.702
1267, 91.374, 3078.889, 43.706
1268, 92.196, 3090.443, 43.711
1269, 92.849, 3099.604, 43.715
1270, 93.468, 3108.268, 43.720
1271, 93.979, 3115.421, 43.723
1272, 94.231, 3118.937, 43.725
1273, 94.371, 3120.893, 43.726
1274, 94.663, 3124.963, 43.729
1275, 94.918, 3128.516, 43.731
1276, 95.044, 3130.277, 43.732
1277, 95.331, 3134.278, 43.735
1278, 95.540, 3137.181, 43.736
1279, 95.552, 3137.359, 43.736
1280, 95.597, 3137.976, 43.737
1281, 95.577, 3137.700, 43.737
1282, 95.437, 3135.760, 43.735
1283, 95.173, 3132.082, 43.733
1284, 94.710, 3125.621, 43.729
1285, 94.064, 3116.604, 43.724
1286, 93.185, 3104.311, 43.718
1287, 92.118, 3089.348, 43.711
1288, 91.113, 3075.213, 43.705
1289, 90.214, 3062.553, 43.701
1290, 89.466, 3051.985, 43.698
1291, 88.902, 3043.993, 43.697
1292, 88.445, 3037.523, 43.695
1293, 88.085, 3032.410, 43.695
1294, 87.795, 3028.300, 43.694
1295, 87.721, 3027.240, 43.694
1296, 87.873, 3029.399, 43.694
1297, 88.204, 3034.107, 43.695
1298, 88.767, 3042.092, 43.696
1299, 89.413, 3051.230, 43.698
1300, 90.067, 3060.479, 43.700
1301, 90.690, 3069.264, 43.703
1302, 91.184, 3076.221, 43.705
1303, 91.604, 3082.131, 43.708
1304, 92.023, 3088.017, 43.710
1305, 92.467, 3094.245, 43.713
1306, 92.918, 3100.568, 43.716
1307, 93.258, 3105.327, 43.718
1308, 93.565, 3109.621, 43.720
1309, 94.002, 3115.737, 43.724
1310, 94.363, 3120.771, 43.726
1311, 94.601, 3124.097, 43.728
1312, 94.934, 3128.749, 43.731
1313, 95.281, 3133.578, 43.734
1314, 95.521, 3136.929, 43.736
1315, 95.684, 3139.190, 43.738
1316, 95.878, 3141.885, 43.739
1317, 95.972, 3143.195, 43.740
1318, 95.835, 3141.296, 43.739
1319, 95.845, 3141.439, 43.739
1320, 95.939, 3142.743, 43.740
1321, 95.711, 3139.575, 43.738
1322, 95.127, 3131.433, 43.733
1323, 94.348, 3120.562, 43.726
1324, 93.671, 3111.109, 43.721
1325, 93.061, 3102.577, 43.717
1326, 92.344, 3092.523, 43.712
1327, 91.551, 3081.375, 43.707
1328, 90.766, 3070.329, 43.703
1329, 90.087, 3060.757, 43.700
1330, 89.601, 3053.890, 43.699
1331, 89.140, 3047.375, 43.697
1332, 88.575, 3039.367, 43.696
1333, 88.324, 3035.811, 43.695
1334, 88.320, 3035.750, 43.695
1335, 88.318, 3035.718, 43.695
1336, 88.500, 3038.299, 43.696
1337, 88.700, 3041.138, 43.696
1338, 89.076, 3046.465, 43.697
1339, 89.671, 3054.880, 43.699
1340, 90.279, 3063.469, 43.701
1341, 91.133, 3075.495, 43.705
1342, 92.117, 3089.337, 43.711
1343, 92.939, 3100.867, 43.716
1344, 93.483, 3108.474, 43.720
1345, 93.813, 3113.091, 43.722
1346, 93.898, 3114.286, 43.723
1347, 93.568, 3109.662, 43.720
1348, 93.074, 3102.758, 43.717
1349, 92.687, 3097.331, 43.714
1350, 92.272, 3091.506, 43.712
1351, 91.836, 3085.388, 43.709
1352, 91.387, 3079.073, 43.706
1353, 90.675, 3069.042, 43.703
1354, 90.007, 3059.633, 43.700
1355, 89.842, 3057.291, 43.699
1356, 89.816, 3056.921, 43.699
1357, 89.809, 3056.825, 43.699
1358, 90.058, 3060.345, 43.700
1359, 90.456, 3065.964, 43.702
1360, 91.201, 3076.462, 43.706
1361, 92.019, 3087.954, 43.710
1362, 92.667, 3097.047, 43.714
1363, 93.636, 3110.618, 43.721
1364, 94.790, 3126.740, 43.730
1365, 95.765, 3140.324, 43.738
1366, 96.404, 3149.204, 43.744
1367, 96.848, 3155.374, 43.749
1368, 97.385, 3162.819, 43.754
1369, 97.789, 3168.414, 43.758
1370, 98.113, 3172.902, 43.762
1371, 98.284, 3175.275, 43.763
1372, 97.893, 3169.854, 43.759
1373, 97.446, 3163.660, 43.755
1374, 97.026, 3157.841, 43.750
1375, 96.442, 3149.739, 43.745
1376, 95.813, 3140.993, 43.739
1377, 94.746, 3126.119, 43.730
1378, 93.428, 3107.704, 43.719
1379, 92.129, 3089.503, 43.711
1380, 90.989, 3073.474, 43.704
1381, 90.040, 3060.096, 43.700
1382, 88.994, 3045.301, 43.697
1383, 87.916, 3030.009, 43.694
1384, 86.765, 3013.629, 43.694
1385, 85.728, 2998.825, 43.694
1386, 84.809, 2985.661, 43.696
1387, 83.898, 2972.579, 43.700
1388, 82.946, 2958.855, 43.704
1389, 81.469, 2937.467, 43.715
1390, 79.887, 2914.431, 43.731
1391, 78.544, 2894.746, 43.748
1392, 76.971, 2871.547, 43.773
1393, 75.246, 2845.906, 43.808
1394, 73.710, 2822.895, 43.845
1395, 72.523, 2804.970, 43.878
1396, 71.428, 2788.325, 43.913
1397, 70.344, 2771.741, 43.951
1398, 69.602, 2760.318, 43.980
1399, 69.138, 2753.147, 43.999
1400, 68.920, 2749.768, 44.008
1401, 68.951, 2750.242, 44.007
1402, 68.882, 2749.181, 44.009
1403, 68.825, 2748.296, 44.012
1404, 69.141, 2753.184, 43.999
1405, 69.823, 2763.728, 43.971
1406, 70.752, 2777.999, 43.937
1407, 71.739, 2793.062, 43.903
1408, 72.727, 2808.057, 43.872
1409, 73.717, 2823.004, 43.845
1410, 74.661, 2837.164, 43.821
1411, 75.550, 2850.444, 43.801
1412, 76.429, 2863.518, 43.783
1413, 77.216, 2875.174, 43.769
1414, 77.753, 2883.104, 43.760
1415, 78.094, 2888.136, 43.754
1416, 78.351, 2891.905, 43.751
1417, 78.610, 2895.718, 43.747
1418, 78.797, 2898.472, 43.744
1419, 78.863, 2899.439, 43.743
1420, 78.901, 2899.996, 43.743
1421, 78.852, 2899.264, 43.744
1422, 78.724, 2897.399, 43.745
1423, 78.708, 2897.160, 43.746
1424, 78.884, 2899.741, 43.743
1425, 79.173, 2903.984, 43.739
1426, 79.488, 2908.591, 43.735
1427, 79.827, 2913.543, 43.731
1428, 80.148, 2918.240, 43.728
1429, 80.450, 2922.646, 43.724
1430, 80.907, 2929.297, 43.720
1431, 81.412, 2936.644, 43.715
1432, 81.894, 2943.639, 43.711
1433, 82.515, 2952.628, 43.707
1434, 82.977, 2959.307, 43.704
1435, 83.062, 2960.532, 43.704
1436, 82.996, 2959.578, 43.704
1437, 82.906, 2958.269, 43.705
1438, 82.790, 2956.597, 43.705
1439, 82.593, 2953.756, 43.707
1440, 82.332, 2949.973, 43.708
1441, 82.190, 2947.921, 43.709
1442, 82.130, 2947.051, 43.710
1443, 81.877, 2943.382, 43.712
1444, 81.286, 2934.805, 43.716
1445, 80.571, 2924.406, 43.723
1446, 80.086, 2917.331, 43.728
1447, 79.750, 2912.427, 43.732
1448, 79.333, 2906.317, 43.737
1449, 78.697, 2896.993, 43.746
1450, 77.899, 2885.262, 43.758
1451, 77.291, 2876.285, 43.768
1452, 77.049, 2872.704, 43.772
1453, 76.992, 2871.865, 43.773
1454, 76.744, 2868.188, 43.777
1455, 76.277, 2861.259, 43.786
1456, 76.013, 2857.337, 43.791
1457, 76.266, 2861.102, 43.786
1458, 76.886, 2870.297, 43.775
1459, 77.489, 2879.216, 43.764
1460, 78.072, 2887.807, 43.755
1461, 78.780, 2898.218, 43.745
1462, 79.542, 2909.382, 43.735
1463, 80.377, 2921.580, 43.725
1464, 81.320, 2935.303, 43.716
1465, 82.291, 2949.384, 43.709
1466, 83.306, 2964.042, 43.702
1467, 84.252, 2977.671, 43.698
1468, 84.990, 2988.260, 43.696
1469, 85.550, 2996.279, 43.695
1470, 85.947, 3001.963, 43.694
1471, 86.457, 3009.244, 43.694
1472, 87.003, 3017.022, 43.694
1473, 87.299, 3021.234, 43.694
1474, 87.759, 3027.776, 43.694
1475, 88.132, 3033.082, 43.695
1476, 87.982, 3030.956, 43.695
1477, 87.873, 3029.401, 43.694
1478, 87.947, 3030.448, 43.695
1479, 87.836, 3028.877, 43.694
1480, 87.577, 3025.201, 43.694
1481, 87.532, 3024.554, 43.694
1482, 87.664, 3026.439, 43.694
1483, 87.715, 3027.158, 43.694
1484, 87.795, 3028.290, 43.694
1485, 87.906, 3029.877, 43.694
1486, 88.140, 3033.189, 43.695
1487, 88.434, 3037.367, 43.695
