col,x,amplitude,phase
10965, -121.529, 3489.710, -44.102
10966, -122.538, 3503.053, -44.119
10967, -119.958, 3468.875, -44.077
10968, -123.447, 3515.068, -44.133
10969, -133.967, 3652.627, -44.296
10970, -142.702, 3764.863, -44.421
10971, -149.249, 3847.787, -44.507
10972, -154.021, 3907.560, -44.564
10973, -159.474, 3975.191, -44.625
10974, -163.298, 4022.163, -44.664
10975, -165.062, 4043.708, -44.682
10976, -173.812, 4149.426, -44.760
10977, -184.310, 4273.710, -44.837
10978, -190.134, 4341.461, -44.873
10979, -195.672, 4405.087, -44.903
10980, -198.320, 4435.237, -44.916
10981, -206.027, 4522.010, -44.949
10982, -216.277, 4635.178, -44.984
10983, -216.761, 4640.455, -44.985
10984, -218.919, 4663.930, -44.991
10985, -213.315, 4602.737, -44.975
10986, -205.655, 4517.858, -44.947
10987, -202.982, 4487.901, -44.937
10988, -180.928, 4233.981, -44.814
10989, -158.417, 3962.138, -44.614
10990, -152.019, 3882.554, -44.541
10991, -151.497, 3876.011, -44.535
10992, -149.644, 3852.755, -44.512
10993, -137.021, 3692.069, -44.341
10994, -122.154, 3497.977, -44.112
10995, -118.044, 3443.416, -44.046
10996, -116.543, 3423.389, -44.022
10997, -104.868, 3265.741, -43.845
10998, -89.127, 3047.184, -43.697
10999, -80.831, 2928.191, -43.721
11000, -82.352, 2950.264, -43.708
11001, -91.408, 3079.365, -43.707
11002, -105.238, 3270.787, -43.850
11003, -114.375, 3394.360, -43.988
11004, -116.515, 3423.016, -44.022
11005, -120.533, 3476.509, -44.086
11006, -118.850, 3454.149, -44.059
11007, -107.470, 3301.167, -43.882
11008, -98.743, 3181.621, -43.768
11009, -93.319, 3106.186, -43.719
11010, -89.813, 3056.890, -43.699
11011, -91.385, 3079.052, -43.706
11012, -93.647, 3110.773, -43.721
11013, -96.873, 3155.713, -43.749
11014, -97.870, 3169.539, -43.759
11015, -96.922, 3156.391, -43.749
11016, -100.160, 3201.173, -43.785
11017, -99.869, 3197.167, -43.781
11018, -103.219, 3243.203, -43.823
11019, -118.302, 3446.848, -44.051
11020, -136.961, 3691.293, -44.341
11021, -158.600, 3964.400, -44.616
11022, -176.573, 4182.390, -44.782
11023, -188.528, 4322.857, -44.863
11024, -203.225, 4490.633, -44.938
11025, -217.887, 4652.724, -44.989
11026, -222.884, 4706.791, -45.002
11027, -218.963, 4664.416, -44.992
11028, -214.614, 4616.983, -44.979
11029, -207.370, 4536.980, -44.954
11030, -201.026, 4465.877, -44.928
11031, -204.044, 4499.819, -44.941
11032, -211.290, 4580.433, -44.968
11033, -220.958, 4686.014, -44.997
11034, -212.930, 4598.495, -44.974
11035, -193.279, 4377.685, -44.890
11036, -189.607, 4335.358, -44.870
11037, -182.648, 4254.218, -44.826
11038, -179.149, 4212.965, -44.801
11039, -194.300, 4389.389, -44.896
11040, -216.457, 4637.137, -44.984
11041, -233.969, 4824.674, -45.024
11042, -235.672, 4842.538, -45.027
11043, -233.900, 4823.949, -45.024
11044, -231.994, 4803.875, -45.021
11045, -229.546, 4777.972, -45.016
11046, -226.043, 4740.675, -45.009
11047, -212.785, 4596.907, -44.973
11048, -203.136, 4489.633, -44.937
11049, -199.614, 4449.911, -44.922
11050, -200.247, 4457.067, -44.925
11051, -206.493, 4527.208, -44.951
11052, -204.024, 4499.601, -44.941
11053, -201.176, 4467.559, -44.929
11054, -197.713, 4428.341, -44.913
11055, -188.145, 4318.413, -44.861
11056, -180.937, 4234.090, -44.814
11057, -163.145, 4020.296, -44.663
11058, -155.484, 3925.780, -44.581
11059, -161.361, 3998.410, -44.645
11060, -154.632, 3915.173, -44.571
11061, -158.992, 3969.236, -44.620
11062, -165.874, 4053.600, -44.689
11063, -163.039, 4018.992, -44.662
11064, -168.558, 4086.189, -44.714
11065, -168.067, 4080.233, -44.710
11066, -160.165, 3983.702, -44.632
11067, -149.798, 3854.688, -44.514
11068, -137.370, 3696.564, -44.347
11069, -134.726, 3662.444, -44.308
11070, -137.420, 3697.214, -44.347
11071, -141.178, 3745.416, -44.401
11072, -149.106, 3845.981, -44.505
11073, -159.797, 3979.171, -44.629
11074, -171.097, 4116.836, -44.737
11075, -181.960, 4246.139, -44.821
11076, -175.455, 4169.071, -44.773
11077, -142.888, 3767.227, -44.424
11078, -116.364, 3420.988, -44.020
11079, -105.987, 3280.999, -43.861
11080, -109.651, 3330.731, -43.915
11081, -129.223, 3590.917, -44.224
11082, -142.426, 3761.349, -44.418
11083, -142.896, 3767.337, -44.424
11084, -145.119, 3795.597, -44.454
11085, -149.797, 3854.677, -44.514
11086, -145.629, 3802.062, -44.461
11087, -149.513, 3851.111, -44.510
11088, -165.204, 4045.448, -44.683
11089, -171.296, 4119.231, -44.739
11090, -173.891, 4150.376, -44.760
11091, -178.653, 4207.084, -44.797
11092, -185.496, 4287.582, -44.844
11093, -193.561, 4380.926, -44.892
11094, -199.616, 4449.928, -44.922
11095, -206.128, 4523.138, -44.949
11096, -210.121, 4567.514, -44.964
11097, -212.454, 4593.265, -44.972
11098, -218.335, 4657.594, -44.990
11099, -223.684, 4715.395, -45.004
11100, -230.657, 4789.742, -45.018
11101, -238.980, 4877.049, -45.032
11102, -238.943, 4876.670, -45.032
11103, -237.203, 4858.537, -45.029
11104, -234.016, 4825.162, -45.024
11105, -226.637, 4747.015, -45.010
11106, -228.477, 4766.614, -45.014
11107, -234.293, 4828.076, -45.025
11108, -231.944, 4803.348, -45.021
11109, -226.932, 4750.158, -45.011
11110, -221.681, 4693.828, -44.999
11111, -208.880, 4553.763, -44.960
11112, -191.635, 4358.782, -44.881
11113, -179.792, 4220.566, -44.806
11114, -170.484, 4109.451, -44.731
11115, -169.441, 4096.866, -44.722
11116, -174.810, 4161.366, -44.768
11117, -165.202, 4045.424, -44.683
11118, -150.456, 3862.959, -44.522
11119, -146.093, 3807.946, -44.467
11120, -148.385, 3836.904, -44.496
11121, -145.483, 3800.210, -44.459
11122, -133.929, 3652.129, -44.296
11123, -131.068, 3614.974, -44.253
11124, -134.981, 3665.741, -44.312
11125, -138.797, 3714.908, -44.367
11126, -140.002, 3730.361, -44.384
11127, -141.862, 3754.142, -44.410
11128, -144.494, 3787.661, -44.446
11129, -135.583, 3673.528, -44.320
11130, -135.106, 3667.359, -44.313
11131, -142.543, 3762.842, -44.419
11132, -142.582, 3763.333, -44.420
11133, -144.325, 3785.512, -44.443
11134, -141.198, 3745.663, -44.401
11135, -134.491, 3659.404, -44.304
11136, -134.525, 3659.843, -44.305
11137, -135.770, 3675.937, -44.323
11138, -134.780, 3663.143, -44.309
11139, -135.839, 3676.824, -44.324
11140, -140.353, 3734.853, -44.389
11141, -147.882, 3830.555, -44.490
11142, -153.063, 3895.611, -44.553
11143, -152.273, 3885.736, -44.544
11144, -150.838, 3867.755, -44.527
11145, -148.113, 3833.472, -44.493
11146, -143.356, 3773.198, -44.430
11147, -139.143, 3719.354, -44.372
11148, -133.045, 3640.678, -44.283
11149, -125.130, 3537.241, -44.160
11150, -117.539, 3436.675, -44.038
11151, -113.968, 3388.898, -43.982
11152, -116.543, 3423.387, -44.022
11153, -124.439, 3528.152, -44.149
11154, -134.305, 3657.005, -44.302
11155, -140.758, 3740.035, -44.395
11156, -145.923, 3805.787, -44.464
11157, -150.733, 3866.437, -44.525
11158, -153.514, 3901.239, -44.559
11159, -154.783, 3917.065, -44.573
11160, -153.913, 3906.224, -44.563
11161, -152.339, 3886.553, -44.545
11162, -150.871, 3868.173, -44.527
11163, -148.853, 3842.796, -44.502
11164, -145.082, 3795.127, -44.453
11165, -139.224, 3720.386, -44.373
11166, -130.724, 3610.498, -44.247
11167, -119.096, 3457.410, -44.063
11168, -107.739, 3304.822, -43.886
11169, -100.686, 3208.415, -43.791
11170, -98.296, 3175.436, -43.764
11171, -98.321, 3175.788, -43.764
11172, -101.523, 3219.935, -43.801
11173, -107.090, 3296.010, -43.877
11174, -109.373, 3326.970, -43.911
11175, -108.565, 3316.027, -43.899
11176, -110.595, 3343.495, -43.929
11177, -114.634, 3397.838, -43.992
11178, -118.563, 3450.327, -44.055
11179, -121.920, 3494.883, -44.109
11180, -122.994, 3509.077, -44.126
11181, -124.805, 3532.972, -44.155
11182, -126.422, 3554.233, -44.180
11183, -127.352, 3566.428, -44.195
11184, -129.372, 3592.859, -44.226
11185, -129.954, 3600.452, -44.235
11186, -129.774, 3598.109, -44.233
11187, -129.686, 3596.963, -44.231
11188, -129.021, 3588.277, -44.221
11189, -127.201, 3564.442, -44.193
11190, -124.673, 3531.223, -44.153
11191, -122.837, 3507.004, -44.123
11192, -122.155, 3497.998, -44.112
11193, -121.819, 3493.542, -44.107
11194, -120.540, 3476.603, -44.087
11195, -120.357, 3474.173, -44.084
11196, -118.262, 3446.317, -44.050
11197, -110.988, 3348.801, -43.935
11198, -104.727, 3263.810, -43.843
11199, -99.170, 3187.513, -43.773
11200, -92.776, 3098.581, -43.715
11201, -92.501, 3094.729, -43.713
11202, -95.848, 3141.473, -43.739
11203, -98.281, 3175.226, -43.763
11204, -101.366, 3217.778, -43.799
11205, -99.860, 3197.034, -43.781
11206, -92.503, 3094.752, -43.713
11207, -85.782, 2999.594, -43.694
11208, -80.110, 2917.689, -43.728
11209, -73.992, 2827.127, -43.838
11210, -69.780, 2763.065, -43.973
11211, -69.367, 2756.688, -43.989
11212, -71.604, 2791.009, -43.907
11213, -77.814, 2884.010, -43.759
11214, -85.246, 2991.932, -43.695
11215, -86.100, 3004.138, -43.694
11216, -84.888, 2986.799, -43.696
11217, -83.372, 2964.999, -43.702
11218, -78.552, 2894.871, -43.748
11219, -72.039, 2797.630, -43.893
11220, -64.964, 2687.512, -44.206
11221, -63.203, 2659.154, -44.317
11222, -62.883, 2653.952, -44.338
11223, -64.069, 2673.150, -44.260
11224, -69.449, 2757.954, -43.986
11225, -72.163, 2799.510, -43.889
11226, -73.884, 2825.513, -43.840
11227, -69.351, 2756.443, -43.990
11228, -59.616, 2599.860, -44.592
11229, -51.307, 2452.219, -45.561
11230, -44.389, 2312.909, -46.855
11231, -41.429, 2246.702, -47.591
11232, -38.782, 2183.153, -48.364
11233, -37.843, 2159.460, -48.667
11234, -39.706, 2205.856, -48.081
11235, -37.868, 2160.100, -48.659
11236, -34.971, 2082.776, -49.698
11237, -35.595, 2100.010, -49.460
11238, -33.651, 2045.141, -50.228
11239, -28.227, 1871.048, -52.848
11240, -25.270, 1760.036, -54.620
11241, -23.166, 1672.582, -56.050
11242, -23.637, 1692.812, -55.717
11243, -26.641, 1813.108, -53.766
11244, -27.088, 1829.802, -53.500
11245, -26.171, 1795.264, -54.052
11246, -23.835, 1701.205, -55.580
11247, -18.592, 1453.427, -59.704
11248, -9.938, 902.413, -68.818
11249, -0.930, 108.070, -76.693
11250, 2.133, 229.664, 77.530
11251, 1.833, 200.093, 77.626
11252, 5.619, 550.772, 74.124
11253, 11.613, 1024.758, 66.840
11254, 13.578, 1158.346, 64.640
11255, 14.696, 1229.688, 63.453
11256, 18.421, 1444.356, 59.856
11257, 23.294, 1678.140, 55.959
11258, 29.483, 1914.468, 52.173
11259, 30.989, 1963.946, 51.420
11260, 29.576, 1917.619, 52.125
11261, 33.348, 2036.275, 50.356
11262, 40.445, 2223.597, 47.865
11263, 50.396, 2434.880, 45.702
11264, 55.030, 2520.465, 45.061
11265, 50.818, 2442.953, 45.635
11266, 48.623, 2400.368, 46.000
11267, 52.211, 2469.145, 45.428
11268, 59.694, 2601.181, 44.585
11269, 58.886, 2587.523, 44.657
11270, 49.314, 2413.950, 45.880
11271, 46.003, 2347.163, 46.503
11272, 47.046, 2368.681, 46.293
11273, 48.765, 2403.175, 45.975
11274, 56.790, 2551.480, 44.864
11275, 62.675, 2650.559, 44.353
11276, 59.455, 2597.147, 44.606
11277, 62.594, 2649.235, 44.359
11278, 65.916, 2702.675, 44.152
11279, 58.098, 2574.079, 44.732
11280, 52.599, 2476.349, 45.374
11281, 50.656, 2439.865, 45.660
11282, 50.656, 2439.864, 45.660
11283, 57.191, 2558.449, 44.822
11284, 63.300, 2660.730, 44.310
11285, 66.821, 2716.974, 44.105
11286, 73.722, 2823.079, 43.845
11287, 74.928, 2841.167, 43.815
11288, 68.523, 2743.599, 44.025
11289, 66.394, 2710.240, 44.127
11290, 68.065, 2736.466, 44.045
11291, 72.546, 2805.317, 43.878
11292, 76.867, 2870.014, 43.775
11293, 76.676, 2867.187, 43.778
11294, 80.445, 2922.567, 43.724
11295, 90.311, 3063.923, 43.701
11296, 90.405, 3065.245, 43.702
11297, 80.254, 2919.782, 43.726
11298, 70.229, 2769.969, 43.956
11299, 65.889, 2702.245, 44.154
11300, 65.477, 2695.706, 44.177
11301, 55.014, 2520.180, 45.063
11302, 49.642, 2420.350, 45.824
11303, 49.078, 2409.334, 45.920
11304, 43.204, 2286.963, 47.135
11305, 45.136, 2328.919, 46.688
11306, 42.230, 2265.099, 47.379
11307, 36.264, 2118.139, 49.213
11308, 35.493, 2097.233, 49.498
11309, 33.028, 2026.782, 50.493
11310, 30.923, 1961.828, 51.452
11311, 28.939, 1895.924, 52.460
11312, 28.667, 1886.503, 52.607
11313, 35.022, 2084.182, 49.678
11314, 45.518, 2337.005, 46.605
11315, 48.713, 2402.147, 45.984
11316, 49.700, 2421.471, 45.815
11317, 54.125, 2504.222, 45.172
11318, 55.740, 2533.067, 44.979
11319, 59.424, 2596.631, 44.609
11320, 61.160, 2625.648, 44.465
11321, 55.122, 2522.105, 45.050
11322, 49.204, 2411.804, 45.898
11323, 50.185, 2430.841, 45.735
11324, 45.610, 2338.931, 46.586
11325, 37.442, 2149.143, 48.801
11326, 41.188, 2241.099, 47.657
11327, 35.134, 2087.312, 49.635
11328, 22.953, 1663.276, 56.204
11329, 28.242, 1871.573, 52.840
11330, 28.820, 1891.800, 52.524
11331, 13.265, 1137.800, 64.981
11332, 1.336, 150.104, 77.486
11333, -3.825, 389.859, -76.153
11334, -14.275, 1203.215, -63.894
11335, -23.576, 1690.232, -55.760
11336, -22.749, 1654.339, -56.351
11337, -26.088, 1792.050, -54.103
11338, -37.857, 2159.825, -48.662
11339, -47.181, 2371.418, -46.267
11340, -51.540, 2456.610, -45.526
11341, -57.014, 2555.369, -44.841
11342, -63.217, 2659.374, -44.316
11343, -64.649, 2682.483, -44.225
11344, -65.189, 2691.115, -44.193
11345, -64.132, 2674.174, -44.256
11346, -62.543, 2648.409, -44.362
11347, -66.555, 2712.787, -44.118
11348, -67.624, 2729.583, -44.066
11349, -65.066, 2689.139, -44.200
11350, -67.034, 2720.325, -44.094
11351, -64.982, 2687.808, -44.205
11352, -62.456, 2646.980, -44.368
11353, -65.836, 2701.401, -44.157
11354, -66.202, 2707.207, -44.137
11355, -66.462, 2711.311, -44.123
11356, -58.581, 2582.340, -44.686
11357, -49.684, 2421.164, -45.817
11358, -54.375, 2508.727, -45.141
11359, -53.938, 2500.852, -45.196
11360, -50.302, 2433.090, -45.717
11361, -58.666, 2583.788, -44.678
11362, -84.877, 2986.640, -43.696
11363, -101.950, 3225.793, -43.807
11364, -103.038, 3240.722, -43.821
11365, -113.197, 3378.540, -43.969
11366, -106.550, 3288.661, -43.869
11367, -99.342, 3189.899, -43.775
11368, -114.972, 3402.363, -43.997
11369, -129.877, 3599.447, -44.234
11370, -147.601, 3827.014, -44.486
11371, -152.024, 3882.613, -44.541
11372, -142.811, 3766.246, -44.423
11373, -138.927, 3716.577, -44.369
11374, -132.517, 3633.817, -44.275
11375, -129.742, 3597.687, -44.232
11376, -128.824, 3585.696, -44.218
11377, -126.449, 3554.582, -44.181
11378, -127.983, 3574.690, -44.205
11379, -129.953, 3600.437, -44.235
11380, -132.638, 3635.391, -44.276
11381, -132.324, 3631.317, -44.272
11382, -130.044, 3601.631, -44.237
11383, -126.283, 3552.408, -44.178
11384, -118.986, 3455.947, -44.062
11385, -111.355, 3353.751, -43.941
11386, -103.574, 3248.061, -43.828
11387, -100.969, 3212.311, -43.794
11388, -98.918, 3184.040, -43.770
11389, -97.116, 3159.089, -43.751
11390, -98.026, 3171.700, -43.761
11391, -91.867, 3085.825, -43.709
11392, -88.564, 3039.207, -43.696
11393, -88.319, 3035.735, -43.695
11394, -85.538, 2996.116, -43.695
11395, -84.720, 2984.390, -43.697
11396, -80.226, 2919.383, -43.727
11397, -80.441, 2922.517, -43.725
11398, -83.353, 2964.720, -43.702
11399, -79.640, 2910.819, -43.733
11400, -80.137, 2918.076, -43.728
11401, -80.634, 2925.323, -43.723
11402, -74.500, 2834.761, -43.825
11403, -73.978, 2826.915, -43.838
11404, -81.250, 2934.282, -43.717
11405, -84.911, 2987.131, -43.696
11406, -80.146, 2918.202, -43.728
11407, -76.713, 2867.734, -43.778
11408, -79.558, 2909.617, -43.734
11409, -77.476, 2879.011, -43.764
11410, -78.646, 2896.245, -43.746
11411, -91.693, 3083.375, -43.708
11412, -106.224, 3284.231, -43.864
11413, -117.163, 3431.657, -44.032
11414, -121.013, 3482.863, -44.094
11415, -123.534, 3516.212, -44.134
11416, -122.926, 3508.191, -44.125
11417, -123.907, 3521.137, -44.140
11418, -130.388, 3606.120, -44.242
11419, -131.234, 3617.131, -44.255
11420, -136.172, 3681.126, -44.329
11421, -136.389, 3683.927, -44.332
11422, -131.459, 3620.063, -44.259
11423, -135.035, 3666.442, -44.312
11424, -138.629, 3712.748, -44.365
11425, -145.262, 3797.406, -44.456
11426, -142.170, 3758.077, -44.414
11427, -138.256, 3707.963, -44.359
11428, -143.304, 3772.525, -44.430
11429, -140.542, 3737.271, -44.392
11430, -148.082, 3833.084, -44.492
11431, -152.726, 3891.399, -44.549
11432, -146.277, 3810.266, -44.469
11433, -144.959, 3793.565, -44.452
11434, -139.625, 3725.538, -44.379
11435, -136.330, 3683.170, -44.331
11436, -131.554, 3621.302, -44.260
11437, -131.785, 3624.304, -44.264
11438, -137.792, 3701.992, -44.353
11439, -132.615, 3635.094, -44.276
11440, -134.063, 3653.864, -44.298
11441, -143.031, 3769.050, -44.426
11442, -143.976, 3781.083, -44.439
11443, -143.530, 3775.406, -44.433
11444, -148.504, 3838.401, -44.498
11445, -149.562, 3851.719, -44.511
11446, -144.029, 3781.751, -44.439
11447, -137.177, 3694.085, -44.344
11448, -129.524, 3594.840, -44.229
11449, -128.683, 3583.848, -44.216
11450, -132.763, 3637.013, -44.278
11451, -129.816, 3598.661, -44.233
11452, -116.553, 3423.519, -44.023
11453, -117.173, 3431.802, -44.033
11454, -138.171, 3706.868, -44.358
11455, -160.673, 3989.962, -44.638
11456, -180.329, 4226.912, -44.809
11457, -178.653, 4207.083, -44.797
11458, -178.929, 4210.354, -44.799
11459, -192.458, 4368.249, -44.886
11460, -187.401, 4309.776, -44.856
11461, -179.781, 4220.433, -44.806
11462, -170.036, 4104.051, -44.728
11463, -157.666, 3952.846, -44.606
11464, -155.522, 3926.257, -44.582
11465, -151.758, 3879.290, -44.538
11466, -140.849, 3741.208, -44.396
11467, -121.851, 3493.973, -44.108
11468, -99.076, 3186.214, -43.772
11469, -81.963, 2944.629, -43.711
11470, -73.312, 2816.891, -43.856
11471, -68.861, 2748.846, -44.010
11472, -65.682, 2698.963, -44.165
11473, -62.944, 2654.940, -44.334
11474, -59.379, 2595.865, -44.613
11475, -55.833, 2534.706, -44.968
11476, -50.241, 2431.906, -45.726
11477, -46.542, 2358.346, -46.393
11478, -45.095, 2328.045, -46.697
11479, -43.814, 2300.408, -46.988
11480, -48.486, 2397.657, -46.024
11481, -50.473, 2436.368, -45.689
11482, -51.518, 2456.186, -45.529
11483, -55.047, 2520.765, -45.059
11484, -57.874, 2570.232, -44.754
11485, -69.461, 2758.137, -43.986
11486, -76.825, 2869.384, -43.776
11487, -79.007, 2901.539, -43.741
11488, -83.282, 2963.696, -43.703
11489, -90.050, 3060.234, -43.700
11490, -99.078, 3186.249, -43.772
11491, -101.918, 3225.352, -43.806
11492, -122.156, 3498.007, -44.112
11493, -137.137, 3693.560, -44.343
11494, -150.642, 3865.297, -44.524
11495, -180.179, 4225.141, -44.808
11496, -252.219, 5012.816, -45.046
11497, -476.057, 6900.801, -45.002
11498, -705.866, 8401.545, -44.999
11499, -864.166, 9295.990, -45.000
11500, -960.515, 9800.556, -45.000
11501, -916.537, 9573.549, -45.000
11502, -1008.527, 10042.529, -45.000
11503, -1152.031, 10733.273, -45.000
11504, -1047.900, 10236.689, -45.000
11505, -881.717, 9389.924, -45.000
11506, -771.965, 8786.078, -44.999
11507, -623.380, 7895.602, -44.998
11508, -501.972, 7085.920, -45.000
11509, -524.079, 7240.075, -44.999
11510, -554.602, 7447.681, -44.998
11511, -592.942, 7700.564, -44.998
11512, -626.087, 7912.715, -44.998
11513, -580.215, 7617.550, -44.998
11514, -551.932, 7429.756, -44.998
11515, -547.683, 7401.130, -44.998
11516, -546.927, 7396.026, -44.998
11517, -468.565, 6846.344, -45.003
11518, -394.207, 6279.764, -45.019
11519, -412.962, 6427.521, -45.014
11520, -436.396, 6607.345, -45.008
11521, -513.394, 7165.979, -44.999
11522, -587.989, 7668.362, -44.998
11523, -596.953, 7726.548, -44.998
11524, -618.692, 7865.874, -44.998
11525, -682.672, 8262.394, -44.998
11526, -746.231, 8638.398, -44.999
11527, -740.812, 8606.979, -44.999
11528, -730.081, 8544.418, -44.999
11529, -741.583, 8611.456, -44.999
11530, -731.215, 8551.051, -44.999
11531, -712.131, 8438.738, -44.999
11532, -706.711, 8406.575, -44.999
11533, -711.200, 8433.223, -44.999
11534, -682.843, 8263.428, -44.998
11535, -662.882, 8141.794, -44.998
11536, -684.810, 8275.315, -44.998
11537, -726.511, 8523.504, -44.999
11538, -742.425, 8616.342, -44.999
11539, -714.173, 8450.826, -44.999
11540, -688.305, 8296.403, -44.999
11541, -657.405, 8108.099, -44.998
11542, -630.494, 7940.496, -44.998
11543, -606.637, 7788.919, -44.998
11544, -563.418, 7506.580, -44.998
11545, -542.813, 7368.188, -44.998
11546, -535.104, 7315.742, -44.998
11547, -522.931, 7232.148, -44.999
11548, -520.732, 7216.944, -44.999
11549, -515.354, 7179.629, -44.999
11550, -508.620, 7132.626, -44.999
11551, -505.171, 7108.434, -45.000
11552, -507.412, 7124.160, -45.000
11553, -518.710, 7202.938, -44.999
11554, -533.888, 7307.437, -44.998
11555, -549.089, 7410.611, -44.998
11556, -566.291, 7525.675, -44.998
11557, -590.294, 7683.364, -44.998
11558, -622.955, 7892.911, -44.998
11559, -657.697, 8109.900, -44.998
11560, -683.004, 8264.399, -44.998
11561, -702.381, 8380.785, -44.999
11562, -712.526, 8441.078, -44.999
11563, -710.798, 8430.843, -44.999
11564, -708.972, 8420.003, -44.999
11565, -709.605, 8423.762, -44.999
11566, -698.829, 8359.570, -44.999
11567, -674.668, 8213.831, -44.998
11568, -660.898, 8129.606, -44.998
11569, -649.670, 8060.283, -44.998
11570, -638.092, 7988.174, -44.998
11571, -635.516, 7972.040, -44.998
11572, -626.916, 7917.946, -44.998
11573, -619.704, 7872.298, -44.998
11574, -612.051, 7823.572, -44.998
11575, -600.551, 7749.778, -44.998
11576, -596.062, 7720.780, -44.998
11577, -598.120, 7734.093, -44.998
11578, -599.503, 7743.018, -44.998
11579, -600.175, 7747.356, -44.998
11580, -616.759, 7853.583, -44.998
11581, -617.442, 7857.930, -44.998
11582, -592.074, 7694.934, -44.998
11583, -600.470, 7749.257, -44.998
11584, -616.456, 7851.654, -44.998
11585, -612.463, 7826.201, -44.998
11586, -615.207, 7843.702, -44.998
11587, -608.115, 7798.392, -44.998
11588, -606.775, 7789.802, -44.998
11589, -607.876, 7796.864, -44.998
11590, -586.179, 7656.564, -44.998
11591, -570.935, 7556.441, -44.998
11592, -546.636, 7394.061, -44.998
11593, -506.255, 7116.043, -45.000
11594, -489.786, 6999.486, -45.001
11595, -483.777, 6956.470, -45.001
11596, -469.642, 6854.199, -45.003
11597, -461.691, 6795.995, -45.004
11598, -459.898, 6782.801, -45.004
11599, -453.882, 6738.327, -45.005
11600, -451.108, 6717.725, -45.006
11601, -455.250, 6748.467, -45.005
11602, -451.217, 6718.537, -45.006
11603, -449.980, 6709.327, -45.006
11604, -459.804, 6782.107, -45.004
11605, -460.429, 6786.709, -45.004
11606, -462.753, 6803.796, -45.004
11607, -473.519, 6882.406, -45.002
11608, -481.260, 6938.371, -45.002
11609, -486.808, 6978.196, -45.001
11610, -483.934, 6957.594, -45.001
11611, -480.224, 6930.908, -45.002
11612, -479.674, 6926.942, -45.002
11613, -475.995, 6900.355, -45.002
11614, -477.911, 6914.210, -45.002
11615, -477.003, 6907.652, -45.002
11616, -467.376, 6837.667, -45.003
11617, -462.421, 6801.363, -45.004
11618, -451.587, 6721.285, -45.005
11619, -444.836, 6670.897, -45.007
11620, -460.312, 6785.848, -45.004
11621, -475.416, 6896.159, -45.002
11622, -490.746, 7006.332, -45.001
11623, -495.357, 7039.133, -45.000
11624, -463.339, 6808.098, -45.004
11625, -417.916, 6465.963, -45.012
11626, -383.121, 6190.698, -45.023
11627, -372.527, 6104.312, -45.026
11628, -384.240, 6199.752, -45.022
11629, -396.441, 6297.549, -45.018
11630, -408.964, 6396.320, -45.015
11631, -415.694, 6448.752, -45.013
11632, -414.346, 6438.287, -45.013
11633, -426.921, 6535.255, -45.010
11634, -435.017, 6596.904, -45.008
11635, -432.212, 6575.615, -45.009
11636, -419.478, 6478.042, -45.012
11637, -369.393, 6078.505, -45.028
11638, -318.476, 5641.741, -45.048
11639, -289.983, 5380.794, -45.056
11640, -266.446, 5154.660, -45.054
11641, -270.404, 5193.417, -45.055
11642, -293.289, 5411.761, -45.055
11643, -288.924, 5370.838, -45.056
11644, -268.366, 5173.497, -45.055
11645, -266.545, 5155.638, -45.054
11646, -278.802, 5274.641, -45.056
11647, -289.207, 5373.498, -45.056
11648, -299.533, 5469.734, -45.054
11649, -301.589, 5488.680, -45.053
11650, -297.544, 5451.341, -45.054
11651, -308.188, 5549.030, -45.052
11652, -316.085, 5620.336, -45.049
11653, -312.676, 5589.678, -45.050
11654, -313.703, 5598.932, -45.050
11655, -320.164, 5656.797, -45.047
11656, -332.862, 5768.710, -45.042
11657, -336.102, 5796.900, -45.041
11658, -323.122, 5683.073, -45.046
11659, -316.036, 5619.894, -45.049
11660, -318.610, 5642.936, -45.048
11661, -307.913, 5546.528, -45.052
11662, -289.968, 5380.651, -45.056
11663, -296.847, 5444.876, -45.055
11664, -279.154, 5278.025, -45.056
11665, -232.677, 4811.078, -45.022
11666, -234.968, 4835.158, -45.026
11667, -242.749, 4916.086, -45.037
11668, -238.919, 4876.420, -45.032
11669, -249.786, 4988.142, -45.044
11670, -240.357, 4891.344, -45.034
11671, -235.812, 4844.005, -45.027
11672, -241.012, 4898.132, -45.035
11673, -240.695, 4894.850, -45.034
11674, -234.976, 4835.244, -45.026
11675, -226.013, 4740.349, -45.009
11676, -243.071, 4919.410, -45.037
11677, -240.945, 4897.438, -45.035
11678, -214.948, 4620.644, -44.980
11679, -210.788, 4574.884, -44.966
11680, -210.603, 4572.850, -44.966
11681, -227.129, 4752.268, -45.011
11682, -255.963, 5050.544, -45.049
11683, -270.284, 5192.243, -45.055
11684, -273.899, 5227.382, -45.056
11685, -261.161, 5102.447, -45.052
11686, -240.625, 4894.132, -45.034
11687, -229.298, 4775.343, -45.016
11688, -225.887, 4739.004, -45.009
11689, -222.738, 4705.215, -45.001
11690, -218.083, 4654.854, -44.989
11691, -211.033, 4577.591, -44.967
11692, -204.520, 4505.162, -44.943
11693, -208.062, 4544.677, -44.957
11694, -213.434, 4604.039, -44.975
11695, -210.126, 4567.567, -44.964
11696, -208.682, 4551.570, -44.959
11697, -211.946, 4587.672, -44.970
11698, -217.787, 4651.627, -44.988
11699, -228.487, 4766.725, -45.014
11700, -233.455, 4819.265, -45.023
